__index__sample	run_index	platform	instrument	BioProject	organism	assay_type	librarylayout	date_sequenced	date_collected	genotype_sam_ss_dpl92	clade_sam	host_disease	strain_sam_ss_dpl139	host_info	country	continent	region	isolation_source	host_scienname	host_confidence	host_commonname
SAMN45231597	SRR31648611	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-12-09T13:04:00.000Z	2023-05				MD-MDH-CAU-2400110		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN48849081	SRR33789619	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:13:00.000Z	2024-11						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN45043956	SRR31497198	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-11-25T14:36:00.000Z	2024						USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN43830128	SRR30847386	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2024			Fungal infection	2024CE_09_19_136		USA	North America		clinical	Homo sapiens	3	human
SAMN48441401	SRR33531360	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:44:00.000Z	2024-03						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN46721264	SRR32266233	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T11:37:00.000Z	2024-03				MD-MDH-CAU-2400877		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN43830073	SRR30847331	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2024			Fungal infection	2024CE_09_19_191		USA	North America		clinical	Homo sapiens	3	human
SAMN47516716	SRR32811376	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T16:24:00.000Z	2025				UT-UPHL-CAU-3106		USA	North America	Mountain		Homo sapiens	3	human
SAMN46364845	SRR32078606	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-22T11:14:00.000Z	2023-11				MD-MDH-CAU-2400345		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47619814	SRR32901129	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-28T13:40:00.000Z	2025				UT-UPHL-CAU-3159		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN46794244	SRR32323455	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-12T15:11:00.000Z	2024-08				MD-MDH-CAU-2401032		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN47415274	SRR32735457	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-03-17T11:04:00.000Z	2025						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43830005	SRR30847408	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2024			Fungal infection	2024CE_09_19_259		USA	North America		clinical	Homo sapiens	3	human
SAMN45036428	SRR31488813	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-25T12:35:00.000Z	2024				UT-UPHL-CAU-2558		USA	North America	Mountain		Homo sapiens	3	human
SAMN48349660	SRR33439098	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-05T18:23:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_05_030		USA	North America		clinical	Homo sapiens	3	human
SAMN48205509	SRR33373506	ILLUMINA	Illumina HiSeq X	PRJNA1256885	Candidozyma auris	WGS	PAIRED	2025-04-29T17:58:00.000Z	2022				RVA001		USA	North America		culture			
SAMN44512052	SRR31173138	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-10-30T16:03:00.000Z	2024						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN48265059	SRR33388616	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:49:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_001		USA	North America		clinical	Homo sapiens	3	human
SAMN48209789	SRR33381057	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T23:48:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_127		USA	North America		clinical	Homo sapiens	3	human
SAMN45826141	SRR31709173	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-12-13T10:16:00.000Z	2024-11				MN-MNPHL-CAU-240318		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN39458125	SRR27560951	ILLUMINA	Illumina NovaSeq 6000	PRJNA1065312	Candidozyma auris	RNA-Seq	PAIRED	2024-01-16T11:11:00.000Z		R1::efg1delta			462/P/14					As reported: White form			
SAMN48311054	SRR33413510	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:04:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_02_148		USA	North America		clinical	Homo sapiens	3	human
SAMN43498172	SRR30545678	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2024-09-04T15:05:00.000Z	2024						USA	North America	West	axilla and/or groin	Homo sapiens	3	human
SAMN47226093	SRR32576679	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-03-05T14:30:00.000Z	2025-02				MD-MDH-CAU-2500143		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN48897493	SRR33832226	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-06-04T16:59:00.000Z	2025			Fungal infection	2025CE-CAURIS_06_04_005		USA	North America		clinical	Homo sapiens	3	human
SAMN46794185	SRR32323471	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-12T15:10:00.000Z	2024-08				MD-MDH-CAU-2400956		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47464466	SRR32771570	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-03-19T11:58:00.000Z	2025-03						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN44052410	SRR30878098	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2024-10-03T19:25:00.000Z	2024						USA	North America	West	axilla and/or groin	Homo sapiens	3	human
SAMN48199601	SRR33370027	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T13:28:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_045		USA	North America		clinical	Homo sapiens	3	human
SAMN46897498	SRR32396289	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T10:27:00.000Z	2024-11				MD-MDH-CAU-2401241		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48931725	SRR33858677	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:06:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN47516724	SRR32811367	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T16:25:00.000Z	2025				UT-UPHL-CAU-3097		USA	North America	Mountain		Homo sapiens	3	human
SAMN46473236	SRR32164999	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-01-29T11:02:00.000Z	2024-12						USA	North America	Midwest	culture	Homo sapiens	3	human
SAMN44624144	SRR31270729	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-07T12:09:00.000Z	2023				TN-SPHL-CAU-2023-00034		USA	North America	Southeast		Homo sapiens	3	human
SAMN45233515	SRR31649540	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-12-09T15:43:00.000Z	2023-08				MD-MDH-CAU-2400197		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN46363369	SRR32076977	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-01-22T11:15:00.000Z	2024						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN49444855	SRR34036460	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:54:00.000Z	2023				NV-WW-CAU-1023C91W		USA	North America	NV	environmental (wastewater)			
SAMN48523290	SRR33583959	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-05-15T11:54:00.000Z	2025				UT-UPHL-CAU-3256		USA	North America	Mountain	swab - skin	Homo sapiens	3	human
SAMN47385898	SRR32700593	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-03-14T16:04:00.000Z	2025						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN47007191	SRR32484967	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-02-25T18:28:00.000Z	2023						USA	North America		urine	Homo sapiens	3	human
SAMN49444709	SRR34036399	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:51:00.000Z	2023				NV-WW-CAU-0324C109W		USA	North America	NV	environmental (wastewater)			
SAMN46201504	SRR31957574	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-01-10T14:43:00.000Z	2024				UT-UPHL-CAU-2736		USA	North America	Mountain	swab - skin	Homo sapiens	3	human
SAMN41406129	SRR29041646	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-05-15T16:17:00.000Z	2024-04						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN46720546	SRR32265637	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T09:33:00.000Z	2024-06				MD-MDH-CAU-2400838		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44513367	SRR31174795	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-30T17:07:00.000Z	2023-03				MD-MDH-CAU-2300349		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN48311186	SRR33413654	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:42:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_02_016		USA	North America		clinical	Homo sapiens	3	human
SAMN43830177	SRR30847452	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2024			Fungal infection	2024CE_09_19_087		USA	North America		clinical	Homo sapiens	3	human
SAMN46720470	SRR32265733	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T09:33:00.000Z	2024-04				MD-MDH-CAU-2400760		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47863618	SRR33052330	ILLUMINA	NextSeq 1000	PRJNA850520	Candidozyma auris	WGS	PAIRED	2025-04-10T10:02:00.000Z	2024		Clade3				USA	North America	California	skin	Homo sapiens	3	human
SAMN40079011	SRR28114552	ILLUMINA	Illumina HiSeq 2500	PRJNA1079743	Candidozyma auris	RNA-Seq	PAIRED	2024-02-28T01:07:00.000Z		1184/P15											
SAMN48265049	SRR33388606	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:46:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_011		USA	North America		clinical	Homo sapiens	3	human
SAMN46135623	SRR31914853	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2025-01-07T22:32:00.000Z	2024						USA	North America	West	axilla and/or groin	Homo sapiens	3	human
SAMN43987808	SRR30838328	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-30T10:10:00.000Z	2024-08						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN47860319	SRR33048254	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-04-09T12:45:00.000Z	2025-03				MN-MNPHL-CAU-250062		USA	North America	Central	urine	Homo sapiens	3	human
SAMN49474553	SRR34050368	ILLUMINA	NextSeq 1000	PRJNA1279245	Candidozyma auris	RNA-Seq	PAIRED	2025-06-18T19:51:00.000Z										environmental (wastewater)			
SAMN46478955	SRR32173946	ILLUMINA	Illumina HiSeq 2000	PRJNA1217042	Candidozyma auris	RNA-Seq	PAIRED	2025-01-29T18:37:00.000Z		ERG11-WT/TAC1B-A640V											
SAMN44513396	SRR31174763	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-30T17:07:00.000Z	2023-03				MD-MDH-CAU-2300378		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48938461	SRR33870335	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-06-06T17:08:00.000Z	2025-05				MN-MNPHL-CAU-250102		USA	North America	Central	urine	Homo sapiens	3	human
SAMN43829991	SRR30865543	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T14:50:00.000Z	2024			Fungal infection	2024CE_09_19_274		USA	North America		clinical	Homo sapiens	3	human
SAMN45231540	SRR31648664	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-12-09T13:04:00.000Z	2023-04				MD-MDH-CAU-2400053		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN46758201	SRR32301005	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-10T16:31:00.000Z	2025						USA	North America	Mountain	sputum	Homo sapiens	3	human
SAMN48349226	SRR33438357	ILLUMINA	NextSeq 1000	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-05-05T17:46:00.000Z	2018	South Asian					USA	North America	Northeast	clinical	Homo sapiens	3	human
SAMN48441392	SRR33531370	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:45:00.000Z	2024-02						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN47546853	SRR32833612	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-03-24T10:32:00.000Z	2025						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN44336571	SRR31032633	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-10-17T15:17:00.000Z	2024				UT-UPHL-CAU-2389		USA	North America	Mountain		Homo sapiens	3	human
SAMN48270051	SRR33392021	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:28:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_250		USA	North America		clinical	Homo sapiens	3	human
SAMN46794227	SRR32323474	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-12T15:11:00.000Z	2024-08				MD-MDH-CAU-2401015		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47226081	SRR32576692	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-03-05T14:30:00.000Z	2025-01				MD-MDH-CAU-2500131		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46439249	SRR32156492	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-01-28T16:29:00.000Z	2024				UT-UPHL-CAU-2699		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN48349252	SRR33438399	ILLUMINA	NextSeq 1000	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-05-05T17:46:00.000Z	2024	South Asian					USA	North America	Northeast	clinical	Homo sapiens	3	human
SAMN46794222	SRR32323479	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-12T15:12:00.000Z	2024-08				MD-MDH-CAU-2401010		USA	North America	Mid-Atlantic	synovial fluid	Homo sapiens	3	human
SAMN44513371	SRR31174791	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-30T17:07:00.000Z	2023-03				MD-MDH-CAU-2300353		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46720974	SRR32265907	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-07T10:16:00.000Z	2024						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN48288165	SRR33405916	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:16:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_273		USA	North America		clinical	Homo sapiens	3	human
SAMN48311047	SRR33413544	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:15:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_02_155		USA	North America		clinical	Homo sapiens	3	human
SAMN46999545	SRR32480166	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-25T10:42:00.000Z	2025						USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN48270033	SRR33391943	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:22:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_268		USA	North America		clinical	Homo sapiens	3	human
SAMN48585082	SRR33624117	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:50:00.000Z	2024-04						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN46758208	SRR32301017	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-10T16:31:00.000Z	2025						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN47517775	SRR32812631	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T17:41:00.000Z	2025				UT-UPHL-CAU-3117		USA	North America	Mountain		Homo sapiens	3	human
SAMN44246116	SRR30946931	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T20:04:00.000Z	2024			Fungal infection	2024CE_09_19_843		USA	North America		clinical	Homo sapiens	3	human
SAMN48288230	SRR33405834	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:08:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_208		USA	North America		clinical	Homo sapiens	3	human
SAMN47198165	SRR32554369	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-03-03T09:50:00.000Z	2024-12				MD-MDH-CAU-2500105		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN44624263	SRR31270867	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-07T12:29:00.000Z	2024				UT-UPHL-CAU-2540		USA	North America	Mountain		Homo sapiens	3	human
SAMN44524243	SRR31185233	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-31T17:21:00.000Z	2023-01				MD-MDH-CAU-2300414		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43829900	SRR30866630	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T16:38:00.000Z	2024			Fungal infection	2024CE_09_19_365		USA	North America		clinical	Homo sapiens	3	human
SAMN46720984	SRR32265916	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-07T10:15:00.000Z	2025						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN48984728	SRR33913243	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-06-10T14:06:00.000Z	2025				UT-UPHL-CAU-3331		USA	North America	Mountain	swab - skin	Homo sapiens	3	human
SAMN48286683	SRR33403295	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T15:54:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_051		USA	North America		clinical	Homo sapiens	3	human
SAMN44624149	SRR31270724	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-07T12:10:00.000Z	2022				TN-SPHL-CAU-S0002		USA	North America	Southeast	catheter	Homo sapiens	3	human
SAMN43944137	SRR30810395	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2024-09-26T15:41:00.000Z	2023						USA	North America		axilla and/or groin	Homo sapiens	3	human
SAMN43584810	SRR30636998	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T14:27:00.000Z	2024				UT-UPHL-CAU-2250		USA	North America	Mountain		Homo sapiens	3	human
SAMN46792078	SRR32321484	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-02-12T12:40:00.000Z	2024				UT-UPHL-CAU-2797		USA	North America	Mountain		Homo sapiens	3	human
SAMN43817386	SRR30844137	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T17:54:00.000Z	2024			Fungal infection	2024CE_09_18_141		USA	North America		clinical	Homo sapiens	3	human
SAMN43830180	SRR30847455	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:29:00.000Z	2024			Fungal infection	2024CE_09_19_084		USA	North America		clinical	Homo sapiens	3	human
SAMN48286719	SRR33403361	ILLUMINA	Illumina iSeq 100	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:01:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_015		USA	North America		clinical	Homo sapiens	3	human
SAMN46201509	SRR31957569	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-01-10T14:43:00.000Z	2024				UT-UPHL-CAU-2744		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN49176241	SRR34007558	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-06-17T13:26:00.000Z	2025						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN49444628	SRR34036587	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:55:00.000Z	2023				NV-WW-CAU-1123B78W		USA	North America	NV	environmental (wastewater)			
SAMN47516735	SRR32811355	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T16:27:00.000Z	2025				UT-UPHL-CAU-3060		USA	North America	Mountain	bronchoalveolar lavage	Homo sapiens	3	human
SAMN48311073	SRR33413529	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:14:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_02_129		USA	North America		clinical	Homo sapiens	3	human
SAMN48850573	SRR33808779	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-03T10:25:00.000Z	2025-02						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN41406119	SRR29041638	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-05-15T16:18:00.000Z	2024-02						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN49204633	SRR34016196	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-17T18:13:00.000Z	2025-05						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN49973042	SRR34540686	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-07-15T10:21:00.000Z	2025-05				MD-MDH-CAU-2500423		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN46819430	SRR32334279	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-02-13T15:33:00.000Z	2024						USA	North America		axilla and/or groin	Homo sapiens	3	human
SAMN41251326	SRR28927867	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-05-07T20:13:00.000Z	2024-03						USA	North America	Midwest	wound	Homo sapiens	3	human
SAMN48121572	SRR33290585	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-04-23T16:23:00.000Z	2024						USA	North America		axilla and/or groin	Homo sapiens	3	human
SAMN48849708	SRR33790358	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:55:00.000Z	2024-12						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN46427469	SRR32137320	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-27T10:43:00.000Z	2023-11				MD-MDH-CAU-2400343		USA	North America	Mid-Atlantic	tracheal aspirate	Homo sapiens	3	human
SAMN49973037	SRR34540691	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-07-15T10:21:00.000Z	2025-06				MD-MDH-CAU-2500418		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
